"","X","participant","ProlificParticipantID","font","crowdingDistance_Left","crowdingDistance_Right","questSD_Left","questSD_Right","CMFRT","CMMNT","readingSpeedMeanWPM","questMeanAtEndOfTrialsLoop","rsvpQuestSD","rsvpReadingSpeed","BTY","CMFRTOR","readingCorpus","readingPC","STAB_1","STAB_2","STAB_3","COMP_1","COMP_2","COMP_3","FONTS","AGE","ART","MUSIC","USE","SIMP","DYN_1","DYN_2","DYN_3","CLIKE_1","CLIKE_2","CLIKE_3","ABT","SEX","ARTIST","MUSICIAN","BC","MIN","DLIKE_1","DLIKE_2","DLIKE_3","CBEAUT_1","CBEAUT_2","CBEAUT_3","PROF","ARTYR","MUSICYR","CHALL","BEH","DBEUT_1","DBEUT_2","DBEUT_3","EDU","GRAPH","READ","ARTCHALL","COMP","ETHN","ABST","LATIN","PRED","SYM","MOD","RAD","SONG","PROB","crowdingBlock","rsvpBlock","readingBlock","cores","deviceBrowser","deviceBrowserVersion","deviceType","deviceSystem","screenSize","timestamp","fontGroup","count_Left","count_Right","logLRCrowdingDistance","logCrowdingDistance_Right","logCrowdingDistance_Left","logBouma","condition","Subcategory","perimetricComplexity","perimetricComplexityMin","perimetricComplexityMax","perimetricComplexitySD","perimetricComplexityWCapitals","NadineCategory","HannesCategory","LauraCategory","Category","Category2","xHeightToNominal","spacingToNominal"
"130",4,"ActiveAquaDeer461","5c8db07eb1f89a0016777fe0","Baskerville",1.017635151,1.067405101,0.046617255,0.047433498,6,"the font was familiar and it was smooth and easy to read.",321.718562064263,-1.186112221,0.032633945,921.00814596738,2,5,"Islands.txt",1,"7","5","1",6,7,"6","Yes","36",5,7,5,5,"2","2",5,4,5,"5","how you read and interpret different fonts","Female","No","No",1,5,"1","5","2","5",5,"4","insurance sales","0","0",5,7,"3","3","3","High School (including GED)",1,7,5,3,"White/Caucasian",5,1,"no",5,5,2,"hot love by t.rex and jet by paul mccartney","none",5,33,13,8,"Chrome","132.0.0.0","desktop","Windows 10","1229,691",2025-01-15 18:31:20.497,"C",35,35,0.0179606869056725,0.0283292739133798,0.00759209989796518,-0.681009317430346,"retest","Serif",12.9612,10.0157,16.7996,1.7726,15.6449,"Text","Text","Text","Text","Serif",0.44,0.46
"131",5,"ActiveAquaDeer461","5c8db07eb1f89a0016777fe0","Rollerscript",5.736534007,5.724895096,0.047482152,0.044665611,3,"the font was cute but also very hard to read and understand at that speed.",305.550099303782,-1.162826242,0.033299062,872.926127206543,3,3,"Spiders.txt",1,"7","5","1",6,7,"6","Yes","36",5,7,5,5,"2","2",5,4,5,"5","how you read and interpret different fonts","Female","No","No",1,5,"1","5","2","5",5,"4","insurance sales","0","0",5,7,"3","3","3","High School (including GED)",1,7,5,3,"White/Caucasian",5,1,"no",5,5,2,"hot love by t.rex and jet by paul mccartney","none",5,33,13,8,"Chrome","132.0.0.0","desktop","Windows 10","1229,691",2025-01-15 18:31:20.497,"C",35,35,0.75820855274193,0.757767532995202,0.758649572488659,0.0592385484059116,"retest","Hand lettering",30.1874,16.275,56.2756,9.7648,32.4904,"Script","Script","Script","Script","Script",0.49,0.46
"132",6,"ActiveAquaDeer461","5c8db07eb1f89a0016777fe0","ScarletWood",0.634739454,0.710852222,0.054038491,0.046376472,6,"I loved the font and it was bold and easy to read and follow.",311.743642811062,-1.281670768,0.034456605,1147.68318408994,6,5,"Colours.txt",0.8,"7","5","1",6,7,"6","Yes","36",5,7,5,5,"2","2",5,4,5,"5","how you read and interpret different fonts","Female","No","No",1,5,"1","5","2","5",5,"4","insurance sales","0","0",5,7,"3","3","3","High School (including GED)",1,7,5,3,"White/Caucasian",5,1,"no",5,5,2,"hot love by t.rex and jet by paul mccartney","none",5,33,13,8,"Chrome","132.0.0.0","desktop","Windows 10","1229,691",2025-01-15 18:31:20.497,"C",35,35,-0.172812590388511,-0.148220674714031,-0.19740450606299,-0.87178259472453,"retest","",21.8791,12.7113,36.2848,5.5947,22.8075,"Text","Text","Display","Text","Sans Serif",0.59,0.54
"133",1864,"SpeedyBlueRat723","5c904569bc1a950016fbfc91","Caslon",2.069408442,1.024975971,0.046458542,0.070886735,4,"This is the easiest font to read.",384.835349264804,-1.141600444,0.033740796,831.2883504054,5,3,"Beaver.txt",0.6,"5","3","2",2,3,"4","Yes","40",6,5,5,5,"2","5",5,2,2,"2","Reading comprehension with different fonts?","Female","No","No",6,5,"3","4","4","2",2,"2","photo editor","4","0",6,6,"4","4","5","Bachelor's degree (4-year)",5,6,6,5,"White/Caucasian",5,1,"I'm an aesthetic minded person who likes clean fonts.",4,6,3,"Sea of Love and In Our Talons","The calibration seemed off, my face had to be VERY close to the screen. It also lost connection initially so I had to restart the study.",17,23,16,14,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1512,945",2025-01-20 10:59:31.517,"D",35,35,0.163279950282907,0.0107136841386718,0.315846216427142,-0.535690054053112,"test","Serif",22.3114,16.6274,28.5944,3.6642,27.7163,"Text","Text","Text","Text","Serif",0.45,0.45
"134",1865,"SpeedyBlueRat723","5c904569bc1a950016fbfc91","Courier",0.899021894,2.703955203,0.04832,0.072026765,2,"The font is fine but the cadence makes it tricky.",351.118458589967,-1.111749521,0.038372935,776.069778136767,2,4,"Winter.txt",0.8,"5","3","2",2,3,"4","Yes","40",6,5,5,5,"2","5",5,2,2,"2","Reading comprehension with different fonts?","Female","No","No",6,5,"3","4","4","2",2,"2","photo editor","4","0",6,6,"4","4","5","Bachelor's degree (4-year)",5,6,6,5,"White/Caucasian",5,1,"I'm an aesthetic minded person who likes clean fonts.",4,6,3,"Sea of Love and In Our Talons","The calibration seemed off, my face had to be VERY close to the screen. It also lost connection initially so I had to restart the study.",17,23,16,14,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1512,945",2025-01-20 10:59:31.517,"D",35,35,0.192884880286856,0.4319994922803,-0.046229731706587,-0.506085124049162,"test","Monospaced",13.8746,10.9076,17.6571,1.6621,14.6557,"Text","Text","Text","Text","Serif",0.47,0.59
"135",1866,"SpeedyBlueRat723","5c904569bc1a950016fbfc91","LiebeLotte",9.528873901,4.900598843,0.058727883,0.045140677,3,"It's trickier to read this font, but not impossible.",NA,-1.052346541,0.375672634,NA,4,3,"Desert.txt",0.4,"5","3","2",2,3,"4","Yes","40",6,5,5,5,"2","5",5,2,2,"2","Reading comprehension with different fonts?","Female","No","No",6,5,"3","4","4","2",2,"2","photo editor","4","0",6,6,"4","4","5","Bachelor's degree (4-year)",5,6,6,5,"White/Caucasian",5,1,"I'm an aesthetic minded person who likes clean fonts.",4,6,3,"Sea of Love and In Our Talons","The calibration seemed off, my face had to be VERY close to the screen. It also lost connection initially so I had to restart the study.",17,23,16,14,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1512,945",2025-01-20 10:59:31.517,"D",35,35,0.834645366483283,0.690249153154945,0.97904157981162,0.135675362147264,"test","Hand lettering",61.4575,37.3904,96.9118,14.5907,89.6582,"Script","Script","Script","Script","Script",0.42,0.31
"136",793,"DownBronzeFox852","5c904569bc1a950016fbfc91","Caslon",1.360711254,1.510094393,0.061197155,0.050448762,3,"It's a standard font.",NA,-1.002363482,0.035777302,603.274172188013,2,1,"Islands.txt",0.4,"5","2","1",4,5,"1","Yes","40",6,5,3,5,"3","3",1,2,1,"1","Torture via fonts.","Female","No","No",3,5,"3","2","1","2",1,"1","photo editor","4","0",5,5,"4","4","1","Bachelor's degree (4-year)",5,5,5,5,"White/Caucasian",6,1,"I like clean fonts.",4,6,4,"Sea of Love and Yes Anastasia","Yes the calibration never worked. This took like 3 hours instead of one. AWFUL and underpaid for an evening ruiner.",5,27,7,14,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1512,945",2025-01-24 21:31:02.753,"D",35,35,0.156385035868663,0.179004095026789,0.133765976710538,-0.542584968467355,"retest","Serif",22.3114,16.6274,28.5944,3.6642,27.7163,"Text","Text","Text","Text","Serif",0.45,0.45
"137",794,"DownBronzeFox852","5c904569bc1a950016fbfc91","Courier",1.794357459,1.32400074,0.053445678,0.055298178,1,"It's a sterile font.",NA,-0.837122904,0.037166677,412.357743468423,1,1,"Spiders.txt",0.2,"5","2","1",4,5,"1","Yes","40",6,5,3,5,"3","3",1,2,1,"1","Torture via fonts.","Female","No","No",3,5,"3","2","1","2",1,"1","photo editor","4","0",5,5,"4","4","1","Bachelor's degree (4-year)",5,5,5,5,"White/Caucasian",6,1,"I like clean fonts.",4,6,4,"Sea of Love and Yes Anastasia","Yes the calibration never worked. This took like 3 hours instead of one. AWFUL and underpaid for an evening ruiner.",5,27,7,14,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1512,945",2025-01-24 21:31:02.753,"D",35,35,0.1878985960946,0.121888227836179,0.25390896435302,-0.511071408241419,"retest","Monospaced",13.8746,10.9076,17.6571,1.6621,14.6557,"Text","Text","Text","Text","Serif",0.47,0.59
"138",795,"DownBronzeFox852","5c904569bc1a950016fbfc91","LiebeLotte",8.298653038,6.518917717,0.045956947,0.045131017,4,"Slightly more strained.",NA,-0.757716411,0.034394223,343.453274553003,2,1,"Colours.txt",0,"5","2","1",4,5,"1","Yes","40",6,5,3,5,"3","3",1,2,1,"1","Torture via fonts.","Female","No","No",3,5,"3","2","1","2",1,"1","photo editor","4","0",5,5,"4","4","1","Bachelor's degree (4-year)",5,5,5,5,"White/Caucasian",6,1,"I like clean fonts.",4,6,4,"Sea of Love and Yes Anastasia","Yes the calibration never worked. This took like 3 hours instead of one. AWFUL and underpaid for an evening ruiner.",5,27,7,14,"Chrome","131.0.0.0","desktop","OS X 10.15.7","1512,945",2025-01-24 21:31:02.753,"D",35,35,0.86659155334413,0.814175499328516,0.919007607359744,0.167621549008111,"retest","Hand lettering",61.4575,37.3904,96.9118,14.5907,89.6582,"Script","Script","Script","Script","Script",0.42,0.31
"139",1735,"RealBronzeLion936","5ccc60abe787e000167f8143","Edwardian",23.83057403,16.89613579,0.066376986,0.048736507,4,"It's like reading an old letter",257.22250025862,-1.501509535,0.032842435,1903.97299985345,4,2,"Beaver.txt",0.6,"7","5","2",4,5,"6","Yes","25",7,7,7,7,"3","4",5,3,4,"4","Comprehension and understanding","Male","No","No",7,7,"2","4","5","3",3,"2","Self-employed","0","0",5,7,"1","3","1","Some college",2,2,7,6,"White/Caucasian",4,1,"I can't think of anything to predict.",7,4,5,"Stay with me, and Flyday Chinatown","No, besides wondering if my blind spot was correctly set, as I think I've done a similar experiment and remember not missing as many words.",29,8,33,16,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-14 17:54:21.878,"B",35,35,1.30246094746278,1.22778739118342,1.37713450374213,0.603490943126758,"test","Script",12.4718,9.9725,15.6452,1.4725,13.8503,"Script","Script","Script","Script","Script",0.36,0.29
"140",1736,"RealBronzeLion936","5ccc60abe787e000167f8143","Georgia",1.036851973,0.654776408,0.051667498,0.047107694,4,"It's like reading a book.",NA,-1.575389297,0.033539954,2257.04671212081,NA,4,"Winter.txt",0.4,"7","5","2",4,5,"6","Yes","25",7,7,7,7,"3","4",5,3,4,"4","Comprehension and understanding","Male","No","No",7,7,"2","4","5","3",3,"2","Self-employed","0","0",5,7,"1","3","1","Some college",2,2,7,6,"White/Caucasian",4,1,"I can't think of anything to predict.",7,4,5,"Stay with me, and Flyday Chinatown","No, besides wondering if my blind spot was correctly set, as I think I've done a similar experiment and remember not missing as many words.",29,8,33,16,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-14 17:54:21.878,"B",35,35,-0.0840951092308549,-0.183906976877685,0.0157167584159756,-0.783065113566874,"test","Serif",14.4882,11.4929,18.0784,1.886,17.6329,"Text","Text","Text","Text","Serif",0.51,0.5
"141",1737,"RealBronzeLion936","5ccc60abe787e000167f8143","Museo",1.68186157,0.519090029,0.051390038,0.049440396,4,"It felt like reading a webpage",NA,-1.586376237,0.033341887,2314.87469452013,NA,4,"Desert.txt",0.4,"7","5","2",4,5,"6","Yes","25",7,7,7,7,"3","4",5,3,4,"4","Comprehension and understanding","Male","No","No",7,7,"2","4","5","3",3,"2","Self-employed","0","0",5,7,"1","3","1","Some college",2,2,7,6,"White/Caucasian",4,1,"I can't think of anything to predict.",7,4,5,"Stay with me, and Flyday Chinatown","No, besides wondering if my blind spot was correctly set, as I think I've done a similar experiment and remember not missing as many words.",29,8,33,16,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-14 17:54:21.878,"B",35,35,-0.029483533021229,-0.284757313236097,0.225790247193639,-0.728453537357248,"test","Sans Serif",15.4746,12.4446,19.7308,1.8676,17.5795,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"142",925,"FancySilverBird380","5ccc60abe787e000167f8143","Edwardian",16.226898,10.3842528,0.046508665,0.045022394,3,"The font feels like reading a book",200.728400787707,-0.931483748,0.033137419,512.430532115297,4,4,"Islands.txt",0.6,"7","4","3",5,6,"6","Yes","25",7,7,7,7,"4","5",5,4,3,"5","word recognition.","Male","No","No",7,7,"4","2","2","3",1,"5","Self-Employed","0","0",4,7,"2","1","2","Some college",2,2,7,7,"White/Caucasian",4,1,"I can't think of any reason for font preferences.",6,4,1,"Stay with Me and Flyday Chinatown","I had to refresh and start over at the beginning as the webpage froze.",29,28,39,16,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-14 22:56:55.091,"B",35,35,1.11330537927328,1.01637525229033,1.21023550625624,0.414335374937265,"retest","Script",12.4718,9.9725,15.6452,1.4725,13.8503,"Script","Script","Script","Script","Script",0.36,0.29
"143",926,"FancySilverBird380","5ccc60abe787e000167f8143","Georgia",0.520061281,0.381108098,0.056565643,0.045293249,3,"It feels like reading a book.",388.291874500127,-1.500636581,0.03235175,1900.14976101336,NA,4,"Spiders.txt",1,"7","4","3",5,6,"6","Yes","25",7,7,7,7,"4","5",5,4,3,"5","word recognition.","Male","No","No",7,7,"4","2","2","3",1,"5","Self-Employed","0","0",4,7,"2","1","2","Some college",2,2,7,7,"White/Caucasian",4,1,"I can't think of any reason for font preferences.",6,4,1,"Stay with Me and Flyday Chinatown","I had to refresh and start over at the beginning as the webpage froze.",29,28,39,16,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-14 22:56:55.091,"B",35,35,-0.351448650803356,-0.41895182299548,-0.283945478611231,-1.05041865513937,"retest","Serif",14.4882,11.4929,18.0784,1.886,17.6329,"Text","Text","Text","Text","Serif",0.51,0.5
"144",927,"FancySilverBird380","5ccc60abe787e000167f8143","Museo",NA,0.352936238,0.112079533,0.04609896,3,"It feels like reading a book.",269.029308625815,-1.546574846,0.032225847,2112.15651132458,NA,4,"Colours.txt",0.8,"7","4","3",5,6,"6","Yes","25",7,7,7,7,"4","5",5,4,3,"5","word recognition.","Male","No","No",7,7,"4","2","2","3",1,"5","Self-Employed","0","0",4,7,"2","1","2","Some college",2,2,7,7,"White/Caucasian",4,1,"I can't think of any reason for font preferences.",6,4,1,"Stay with Me and Flyday Chinatown","I had to refresh and start over at the beginning as the webpage froze.",29,28,39,16,"Chrome","131.0.0.0","desktop","Windows 10","2560,1440",2025-01-14 22:56:55.091,"B",35,35,NA,-0.4523037478303,NA,NA,"retest","Sans Serif",15.4746,12.4446,19.7308,1.8676,17.5795,"Text","Text","Text","Text","Sans Serif",0.53,0.52
"145",2089,"SuperBronzeCat027","5cd063ce657e300016f6c95a","Optimistic",3.229735847,0.458698838,0.048302743,0.057848843,3,"This also felt like a very typical font, so it's not unpleasant or too uncomfortable, the context of the reading made me more uncomfortable than the font itself.",123.151773157475,-1.528128319,0.079239914,2024.32188070816,4,4,"Beaver.txt",0.8,"6","3","1",3,6,"7","Yes","33",6,5,3,6,"2","3",5,5,3,"2","How we parse certain fonts and texts, and how they can appear legible to us in a short time.","Male","Yes","No",6,2,"2","4","4","4",3,"2","Cashier","0","0",6,7,"3","5","5","Associate degree (2-year)",2,5,6,4,"Two or more",5,1,"Probably just liking things involving reading to be more straightforwardly understandable, but in an artistic context, I do like fancy fonts.",5,4,5,"The heart (pt 2) - Kendrick Lamar
Brain Cells - Chance the Rapper","The beginning task said my face was 120~ cm away from the monitor when in reality it was only about 50, so I had to adjust the sliders multiple times, but other than that, it was fine.",23,6,12,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-22 11:00:33.879,"E",35,35,0.0853473218738551,-0.338472360044227,0.509167003791937,-0.613622682462164,"test","Sans Serif",16.7025,13.232,20.9032,2.1433,18.8798,"Text","Text","Text","Text","Sans Serif",0.52,0.54
"146",2090,"SuperBronzeCat027","5cd063ce657e300016f6c95a","TheSans",0.524782283,0.460114418,0.049528843,0.057726638,4,"I think it's very typical; it seemed like a normal, Arial-style font, so no different than reading other normal kinds of fonts.",345.791692354591,-1.519503185,0.032231956,1984.515226208,1,5,"Winter.txt",1,"6","3","1",3,6,"7","Yes","33",6,5,3,6,"2","3",5,5,3,"2","How we parse certain fonts and texts, and how they can appear legible to us in a short time.","Male","Yes","No",6,2,"2","4","4","4",3,"2","Cashier","0","0",6,7,"3","5","5","Associate degree (2-year)",2,5,6,4,"Two or more",5,1,"Probably just liking things involving reading to be more straightforwardly understandable, but in an artistic context, I do like fancy fonts.",5,4,5,"The heart (pt 2) - Kendrick Lamar
Brain Cells - Chance the Rapper","The beginning task said my face was 120~ cm away from the monitor when in reality it was only about 50, so I had to adjust the sliders multiple times, but other than that, it was fine.",23,6,12,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-22 11:00:33.879,"E",35,35,-0.30857749653185,-0.337134157607335,-0.280020835456364,-1.00754750086787,"test","Sans Serif",16.4809,13.4247,20.3642,2.2871,17.9206,"Text","Text","Text","Text","Sans Serif",0.49,0.48
"147",2091,"SuperBronzeCat027","5cd063ce657e300016f6c95a","Tiny",29.85007298,26.26985464,0.080476425,0.067853618,3,"It was a bit uncomfortable, I had to kind of infer what some letters were with the quickness of the text, but otherwise not -too- uncomfortable.",278.878942405242,-1.530719519,0.032961649,2036.43601649279,2,5,"Desert.txt",0.6,"6","3","1",3,6,"7","Yes","33",6,5,3,6,"2","3",5,5,3,"2","How we parse certain fonts and texts, and how they can appear legible to us in a short time.","Male","Yes","No",6,2,"2","4","4","4",3,"2","Cashier","0","0",6,7,"3","5","5","Associate degree (2-year)",2,5,6,4,"Two or more",5,1,"Probably just liking things involving reading to be more straightforwardly understandable, but in an artistic context, I do like fancy fonts.",5,4,5,"The heart (pt 2) - Kendrick Lamar
Brain Cells - Chance the Rapper","The beginning task said my face was 120~ cm away from the monitor when in reality it was only about 50, so I had to adjust the sliders multiple times, but other than that, it was fine.",23,6,12,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-22 11:00:33.879,"E",35,35,1.44720153348056,1.41945766969431,1.47494539726681,0.748231529144543,"test","",15.4989,12.673,20.3853,1.784,17.1535,"Display","Display","Display","Display","Display",0.53,0.49
"148",1543,"LoudWhiteSushi769","5cd063ce657e300016f6c95a","Optimistic",0.37871371,0.331677541,0.050269248,0.04499332,4,"It feels very neutral; It blends in, so I end up paying the most attention to the actual words and not the font of the words themselves, so I guess you could say it felt invisible, typical, or mundane.",263.98531984075,-1.554048261,0.035688431,2148.81739680904,4,5,"Islands.txt",1,"6","3","3",4,5,"7","Yes","33",5,6,5,5,"2","2",6,5,4,"4","How we perceive things in our peripheral vision, or how fonts or types of writing affect our ability to perceive them.","Male","Yes","No",6,2,"2","3","5","5",4,"5","Cashier","0","0",6,7,"2","2","5","Associate degree (2-year)",2,6,5,5,"Two or more",4,1,"I think just having it be practical, as I consider myself a pretty pragmatic person.",6,5,4,"The Heart (part 2) - Kendrick Lamar, The Light before We Land - The Delgados","Nope! This time it was all good! I got the blind-spot testing down perfectly this time!",35,30,8,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-27 06:23:25.64,"E",35,35,-0.450486453755233,-0.479283935022554,-0.421688972487913,-1.14945645809125,"retest","Sans Serif",16.7025,13.232,20.9032,2.1433,18.8798,"Text","Text","Text","Text","Sans Serif",0.52,0.54
"149",1544,"LoudWhiteSushi769","5cd063ce657e300016f6c95a","TheSans",0.379515885,0.238506988,0.045920628,0.044694006,5,"I think it also feels somewhat invisible, typical, or mundane, but the boldness of the text was something I noticed, so it felt slightly more urgent and pressing than a ""normal"" font.",260.301969146672,-1.689509098,0.109517524,NA,3,6,"Spiders.txt",1,"6","3","3",4,5,"7","Yes","33",5,6,5,5,"2","2",6,5,4,"4","How we perceive things in our peripheral vision, or how fonts or types of writing affect our ability to perceive them.","Male","Yes","No",6,2,"2","3","5","5",4,"5","Cashier","0","0",6,7,"2","2","5","Associate degree (2-year)",2,6,5,5,"Two or more",4,1,"I think just having it be practical, as I consider myself a pretty pragmatic person.",6,5,4,"The Heart (part 2) - Kendrick Lamar, The Light before We Land - The Delgados","Nope! This time it was all good! I got the blind-spot testing down perfectly this time!",35,30,8,16,"Chrome","131.0.0.0","desktop","Windows 10","1920,1080",2025-01-27 06:23:25.64,"E",35,35,-0.521634466825279,-0.622498892073007,-0.42077004157755,-1.2206044711613,"retest","Sans Serif",16.4809,13.4247,20.3642,2.2871,17.9206,"Text","Text","Text","Text","Sans Serif",0.49,0.48
